1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,
0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,4.8,0,0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,3.2,27.1,0,0,0,0,1,1,0,0,0,
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0.0,66.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,5.3,0,0,0,1.6,1.6,0,0.1,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,6.9,0.0,0,0,0,0.2,0,0,0,0,0,0.1,0.1,0,8,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0,0.2,0,0,0,0,0,0,4.2,0,0.8,0,
0,0,0,0,0,0,0,0,24.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,
1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,4.6,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.1,0,0,0,0,0,0,0,0,2,0,
0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,22.9,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0.5,0,0,0,0,0,0,14.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,5.0,0.0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0,16.8,0.1,1.6,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,27.5,8.1,0,0,0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,1.1,0.0,1.0,0.0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0.2,0,0,0.6,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0,4.2,0,0,7.3,0,0,0,4.4,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7.6,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,220.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0,0,5.1,6,0,0,0,0,0,0,27.2,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,3.6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0,0,0.1,11,0,0,0,0,0,0,0,0,0,0,
0,0,10.2,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,
0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0,7.3,0,0,0,1.9,0,0,0,0,1,0,
0,0.5,0,0,0,0,0,0,15.2,4.8,0,0,0,0,0,0,0,0.8,0,0,0,0.3,0,0,0,0,0,0,0,5.6,5.6,0,0,0,0,0,0,0,0,42.2,0,0,0,3.3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.7,0.0,0.0,0.0,0,0,0,0.3,0,0,0,0,0,18.9,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1.3,8.6,0,0,0,0,0,0,0,0,2.3,8.9,0,0,0,0,21.6,0,0,0.3,0,0,0,0,2.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0,0,0.2,5.3,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,6.4,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,10.3,3.1,0,5.4,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,15,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,23.1,0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.2,1.9,0.0,0.0,0,0,9.7,1.2,0,0,0,0,13.9,0,0,0,0,0,
1,0,0,0,0,3.3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,5.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,29.8,0.3,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,4.1,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,11.4,0,0,0,0,0.5,0,0,0,0,0,1,0,3.8,0,84.1,0,0,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,0.0,0.0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,3.8,0,0,0,3.8,0,0,15.2,5.6,0,0,0,0,0,0,0,3.8,0,0,0,51.2,0,0.6,0,0.0,0.0,0.0,0.0,7.4,21.4,0.0,10.7,4.6,0.0,0.0,0,0,2.2,0.6,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,8.6,0,0,0,0,0.5,0.8,0,0,0,0,1,0,0.8,0,4.6,0,4.5,0,1.7,0,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0,0,3.6,0.3,0,0,0,0,0,0,0,0.5,0,0,
0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,8.9,0,0,1.5,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,10.7,0,0,0,0,0,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0,0,1.4,0.1,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,12.2,0,0,0,0,0,0,0,3.4,0.0,0.0,0.0,22.8,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0,0,0.3,0,0,5.6,167.5,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.3,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1,0,0,6.5,0,12.3,0,0,0,86.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0.4,
2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0,0.5,4.3,0,23.2,0,0,0,0,0,0,0,0,
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0,0,2,4.8,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,4.5,0.0,0.0,0.0,0,0,1.3,8.8,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0.3,0,0,0,0,0,0,0,0,0,0,58.4,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,11.4,0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.7,0.0,0.0,0.0,0,0,0.7,11.8,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,29.7,0,0,0,2.8,0,0,0,0,0,0.8,0,0,0,0,0,39.8,0,0,0.2,0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0.1,13.2,0,0,0,0,0,0,0,21.5,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0,1.4,1.1,0,0,0,0,0,0,0,5.9,0,0.8,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,
0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,7.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.1,0.0,1.4,3.8,0,0,0.4,0.1,0,0,0,0,0,0,20.5,0,0,0,
0,0,2.3,0,0,3.8,0,0,0,0,0,0,0.5,0,0,0.3,7.4,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,8.1,0,85.3,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,26.4,0,0.0,0.0,67.8,2.3,0.0,0.0,0.0,4,0.0,0.5,10.9,0,0,0.4,0.3,0,0,0,0,0,7.4,3.8,0,0,0,
0,0.3,4.8,0,0,6.9,0,0,0,0,0,0,6.4,0,0,0,3.3,0,0,0,0,5.6,0,1.5,0,0.8,0,0,0,0,0,0,1.3,3.8,0,0,0,0,0,0,0,0,0,0,49.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,2.1,0,0,2.3,4.4,0,0,0,16.4,0,0,0,0,0,0,
3,0,1.8,12.7,0,1.3,0,0,0,0,0,0,0,0,2,0,0,0,27.7,0,0,4.3,0,0,0,4.1,0,0,0,0,11.2,0,0,3.8,27.4,4.1,0,0,1.3,0,0,0,0,0,4.5,0,0,0,25.4,0,2.7,0.0,0.0,7.4,0.0,0.0,0.0,0,0.0,4.7,8.9,0,0,0.4,4.3,0,0,21.2,0,0,2.8,30.3,0,0,0,
0,2.5,7.6,0.5,0,0,0,0,0,0,0,17.3,0,0,0,0,9.7,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.5,0,0,0,3.1,0,0,0,0.7,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,16.7,0,0,10.9,1.2,0,0,2.3,0,0,0,0,0,0,0,
0,22.1,5.8,1.8,1.3,39.1,0,0,0,24.4,1.3,3.3,2,0,17.8,0,0,0,0,0,0,2.3,8.9,0,0,0.5,0,0,0,0,0,0,2.5,1.8,0,0,0,0,2.8,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0,5.5,3.5,0,0,0,0,0,0,0,0,3,0,
0,21.8,4.6,1,10.2,0,0,0,0,0,42.7,6.6,2.8,0,0,0,0,0,49.8,0,0,89.7,0,0,0,0,2.3,0,0,0,0,0,9.4,0,0,0,0,0,0,4.3,0,0,0,0,0,0,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.9,120.7,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,
0,0.8,0.3,4.1,1.5,0,0,14.7,0,0,3.8,0,23.1,0,32.5,0,11.2,0,0,0,0,0,0.8,0,1.3,0,8.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,62.9,10,0,16.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.3,24.4,0,0,0,1.8,2.5,0,1.2,0,114.9,0,0,0,0,0,
12.7,11.2,0,0,0,0,0.8,16.3,0,0,9.1,9.9,31.8,1.3,0,0,0,0,0,95.8,0,0,0,0,0.5,0,21.8,14.2,14,0,1.8,0,0,0,0,0,2,0,0,0,0,0,0,0,1.4,9.4,0,2.7,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,6.8,0,0,2.5,2.4,0,0,0,0,0,0,0,0,0,11,
5.3,0,0,0,0.8,11.9,2.8,0,34.8,0,66,0.8,0.3,0,3.8,0,2,0,11.7,0,0,0.3,0,0,0,0,0,0,1.8,7.1,6.6,0,0,0,0,0,0,1,0,0,0,0,119.4,0,1.9,0.2,0,0,0,8.5,0.0,0.0,0.0,16.6,0.0,0.0,18.8,0.2,0.0,3.4,0.0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,
3.6,0,4.8,0,0,13.5,39.1,0,6.9,0,7.6,0,0,0,0,0,0.8,0,0,0,0,0,6.4,0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,82.8,0,0.1,0,0,0,0,8.6,0.0,0.0,0.0,11.0,0.0,0.0,12.5,2.1,0.0,2.7,0.0,17.5,0,2.5,0,0,31.9,0,0,4.9,0,0,0,0,0,
0.3,29,3,0,0,0,4.1,0,1.3,0,0.8,0,0,0,52.1,0,0.5,7.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0.3,0,0,0,60.7,0,0.8,0,0,0,0,9.9,0.0,0.0,0.0,2.1,0.0,0.0,21.2,1.4,0.0,7.0,0.0,0,0,2.9,2.4,16.1,2.6,0,0,0,0,0,0,0,3.1,
0.5,13,0,0,0,0,0.8,0,0.5,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0.8,4.8,2,3,1.3,0,24.6,0,0,11.4,0.4,0,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,3.7,0.4,6.3,3.0,0.0,2.5,0,0,3.7,0,3.7,0,0,0,0,7.9,0,0,0,
0,0,0,0,11.2,0,47.5,3,0,0,0,0,0,0,0,0,0.8,0,0,79.5,0,0,0,0,0,0,0,0,16.5,0,7.4,13.7,0,0,0,0,0,0,8.6,9.7,11.2,0,0,0,0,0,0.6,0,1.1,0,3.6,3.2,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.8,0.0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,1.3,0,0,2,5.6,0,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.3,3.8,0.5,0.9,0,0.0,0.0,1.1,0.0,0.0,4.7,0.0,5.4,0.0,3.5,9.1,3.8,0,1,1.9,0,1.4,0,0,0,0,0,0,0,16.1,
0,0,0,0,0,2.5,10.2,4.8,0,5.1,0,0,0,0,13.7,3.8,0,0.3,0,0,0.8,18,0.8,0,6.4,0,0,8.6,0,0,1.3,0,0.5,0,6.9,0,0,0,0,0,0,0,0,0,2.4,0.7,0,0,0,49.3,0.0,0.0,3.0,0.0,0.0,3.5,0.0,6.4,0.0,0.7,0.0,0,0,0.1,3,0,0,0,0,0,0,0,0,18.3,3,
0,0,0,0,7.1,23.1,17,0,5.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.8,0,11.2,1.8,14.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0.5,0,0,0,2.4,0,0,0,9.7,0.0,0.0,0.0,16.3,0.0,9.6,59.7,6.4,5.5,2.0,90.1,4,0,14.1,6.1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,5.1,0,9.7,9.1,1.5,0,0,0,0,0,0,0,21.6,0,0,1,0,0,6.1,0,0,0,0,0.8,0.3,0,1,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,2.5,3.2,0.4,0,0,0.1,0.0,0.0,0.0,0.0,0.0,30.8,0,0.0,0.6,0.0,0,0,1.6,4.4,0,0,0,0,0,48.2,0,4.5,0,0,
0,0,0.3,0,24.6,0,4.1,0,0,0,0,45.2,0,45.2,0,24.9,0,0,0,0,0,0,6.9,0,0,0,0,0.5,0,0,16.5,10.2,0,0,8.4,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7,3.3,0,0.0,4.4,0.0,0,0,2.8,3.4,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,52.1,0.5,3.8,0,0,0,0,0.3,4.1,21.3,0,0,0,0,13.7,0,3.6,0,41.1,0,5.8,0,0,0,25.7,16.5,0,0,0,1,0,0,0,31.5,0,0,11.7,0,0,0,0,0,0,0,3.1,30.7,12.1,0.0,0.0,0.0,3.0,0.4,0.0,5.7,0.0,0,0,2.2,2.8,0,0,0,0,2.4,68.9,0,0,5,0,
0,0,0,0,0,0,8.9,1.5,0,0,8.4,0,0,0,7.4,0,6.6,0,0,0,24.9,0,0,0,2,0,0,0,0,0,0,0,0,0.8,6.1,0,0,0,0,0,0,0.8,0,8,10.8,0.4,0,0,0,0,0.1,26.6,41.6,0.0,0.0,0.0,0.0,3.5,6.8,8.5,0.0,0,0,0.1,3.9,21.3,0,0,0,0,2.6,0,0,0,0,
26.4,0,0,0,0,0,1,0,24.4,4.3,0.5,0,0,0,99.1,0.8,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,1.8,0,35.1,1.5,0,0,0,0,0,0,0,36.8,3.6,0,0,0,0,0,0,0,0.0,0.0,0.8,25.2,2.4,0.0,1.2,3.6,15.2,2.8,0.0,0,0,0,4.1,0,4.9,0,0,0,9.8,0,0,0,0,
2.8,0,0,0,0.3,0,0,0,3.8,0,0,0,0,0.8,0.8,15.2,87.1,0,0,0,0,11.2,0,0,1.3,0,0,0,5.1,0,117.3,0,5.8,0,0,0,0,0,0,0.3,0,8.9,0,0,0,0,0,0,0,0,45.0,0.0,2.8,0.0,0.0,0.0,0.0,3.7,0.0,1.6,50.1,0,0,1.8,2,0,5.8,0,0,0,0,0,0,0,0,
0,0,0,29.5,0,0,0,0,0.8,7.9,0,0,0.3,0,0,4.8,21.8,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.5,0,0,0,1,8.9,0,0,0,9.1,0,0,0,2.3,0,0,0,0,1.4,0.0,10.3,0.0,0.0,19.8,5.7,4.3,1.6,1.6,0.0,0,0,6.4,6.1,0,0,0,0,0,0,0,0,0,0,
0,0,0,15.2,0,0,0,0,13.2,0,0,0,0,61,0,0.8,0,0,1.3,0,17,0,22.9,0,0,0,0,0,2.3,0,3.8,0,1,0,0.3,23.1,0,0,0,71.4,0,0,0,0,0,0,3.7,0.4,0,0,0.0,0.0,0.0,0.0,0.0,13.9,62.3,7.8,0.0,2.4,0.0,0,0,4.2,15.4,0,0,22.9,0,0,0,0,27.8,0,0,
0,0,0,0,0,0,0,0.5,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,39.9,0,0,0,0,0,0,0,17.5,0,0,0,0,6.9,0,0,0,0,0,2.3,0,0,0,0,0,0.7,0,0,0.0,0.0,0.0,19.6,1.3,0.0,0.0,11.4,36.9,2.8,0.0,0,0,13.2,1.3,4.6,0,15.2,0,0,0,0,0,0,0,
0,0,5.6,21.6,0,0,0,5.1,0,23.9,0,7.4,12.4,3,0,0,32.5,0,0,0,9.1,0,1.3,19.6,0,0.8,0,0,0,15.5,3.3,1,0,0,0,30,0,6.9,0,0.5,0,15,0,0,0,0,0,11.9,0,0.6,0.0,0.0,0.0,0.0,1.1,0.0,6.6,4,8.6,0.1,0.0,0,0,2.1,3.4,5.2,0,15.9,0,0,0,0,0,0,0,
0,0,0,0,12.2,0,0,3.8,9.4,5.1,0,39.4,0,7.9,0,0,0,37.8,0,0,0,0,0,35.6,0,1,0,1.3,0,0,4.6,0,0,0,0,1,0,5.6,0,0,0,0,0,0,0,0,2.9,0,4.8,147.4,0.0,0.0,0.0,0.1,0.0,0.0,1.2,14.6,0.0,2.7,0.0,0,0,30,6.4,12.8,0,0,0,0,58.9,0,0,0,0,
0,0,0,0,10.9,0,0,40.9,0,0,0,0,0,0,0,1.5,14.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,91.9,2,0,0,0,0,0,20.3,57.7,0,0,3,0,27.4,0,0,0,0,20,0,0.0,0.0,0.0,13.7,0.0,19.6,0.0,0,4.3,4.3,14.1,0,3,11,9.5,0,0,0,0,0,9.7,0,0,0,0,
0,0,0,3.3,0,0,0,22.4,43.2,10.2,0,0,0,14,0,2.5,0,8.6,0.8,0,0,0,0,0,0,0,0,0,11.4,0,10.7,5.6,1.3,2.8,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.1,2.8,19.5,0.0,0.0,0.0,0.0,0.9,32.8,0.0,0,16.4,16.4,6.5,0,0,2.7,3.7,0,0,0,0,0,0,0,0,0,0,
0,0,0,29.2,0,0,0,1.8,0.8,2.3,6.1,88.1,10.7,37.1,0,5.1,0,0,1.5,0,0,0,0,0,0,0,0,0,0.5,21.3,6.1,0,0,0,0,16,0,1,0,0,2.5,0,0,2.9,0,2.9,17.7,0,37.9,18.9,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0,0.0,0.0,0.3,0,0,8.6,9.7,0,0,0,0,44.8,0,0,0,0,0,
0.3,0,0.3,4.1,0,0,0,0,0,0,0,3,0,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,10.4,19.8,0,1,0,0,12.2,0,49.8,0,8.6,9.1,0,0,0.5,0,25.9,0,7,3.4,0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0,9.6,9.6,0.3,47.2,0,11,10.7,0,0,0,0,0,0,0,0,0,0,
0,0.5,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,20.6,0,0,0,0,0,0.3,0,0,0,0,0.5,0,7.1,0.8,8.9,30,25.4,0,0,0,0,0.2,0,0,10.6,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,8.8,8.8,0.1,0,0,4.3,13.8,0,0,2.4,20.4,39.9,0,0,97.6,0,0,
