Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
0.0,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,2.0,9988.0,9988.0,9988.0,9.4,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,20.2,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,13.0,9988.0,9988.0,9988.0,0.0,9988.0,9988.0,9988.0,0,9988.0,9988.0,9988.0,0,9988.0
0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,5.6,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.7,0.0,0.5,4.3,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.8,0.0,0.0,0.0,0.0,0.4,7.2,0.0,0.0,0.0,0.0,0.0,11.5,0.0,6.7,39.0,2.1,0.6,0.0,26.9,0,0,0.0,0,3.9,0.3,0,7.3,51.4
0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,32.2,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.7,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,26.6,26.8,0.0,4.9,62.6,0,25.5,12,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,29.2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0,2.2,0.0,0,0,8.2,22.2,0,0
0.0,0.0,0.0,53.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,7.1,0.0,0.0,6.4,2.0,0.0,16.0,27.9,0.0,0.0,0.0,0.0,4.8,1.2,0.0,0.1,0.0,8.5,0.0,0.0,0.0,0.0,2.3,0.0,34.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,3.0,0.0,3.0,0.0,8.8,0.2,9.8,0.0,0,2,0,0,0,0.3
0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.8,0.0,0.0,41.9,0.0,0.0,0.0,33.3,4.3,29.0,21.8,7.0,0.0,0.0,10.6,0.0,0.0,3.6,30.8,0.0,19.2,0.0,0.0,0.0,11.0,6.2,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,20.6,0.0,8.2,0,0,0,0,0
4.1,7.1,0.0,27.7,0.0,0.0,0.0,1.0,0.0,28.4,0.0,0.0,3.6,0.0,1.3,0.0,14.2,0.0,5.3,0.3,19.1,4.6,0.0,0.0,0.0,0.1,3.8,0.0,2.5,28.1,3.6,40.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.5,0.0,2.4,1.2,0.0,1.1,3.7,4.3,3.2,0,0,2.8,0,0
21.3,9.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,0.0,0.0,0.0,0.0,0.0,22.1,0.0,3.8,0.0,7.6,9.7,1.8,1.0,0.4,0.0,11.3,0.0,0.0,0.0,49.3,0.0,35.8,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,57.8,0.0,0.0,7.8,30.1,0.0,10,40.1,0.0,4.7,0,0,0.2,0,0
4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,15.2,0.0,0.0,0.8,0.0,4.1,2.0,32.0,28.7,0.0,0.6,0.0,0.0,32.0,0.2,0.0,0.0,33.3,0.0,12.2,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,8.5,0.0,0.0,19.8,6.5,0.0,0,0.6,0.2,0,0,0,0,0,0
0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,4.6,19.1,0.0,0.0,8.6,0.0,0.0,0.8,0.0,0.0,1.8,3.6,3.0,0.0,0.0,0.0,23.0,0.2,0.0,0.0,0.0,0.4,0.3,36.6,0.0,18.5,0.0,0.0,6.2,0.0,0.0,0.0,3.8,0.0,7.0,1.9,0.0,0.0,25.1,1.6,8.0,0,0,1.8,0,0,0,4.7,0,0
8.6,0.0,0.0,34.3,2.5,72.4,3.3,0.0,4.8,0.0,0.0,1.8,0.0,0.0,5.1,1.3,0.0,0.0,17.5,3.0,0.0,0.0,0.0,2.1,0.5,0.0,0.0,0.0,4.5,0.0,0.0,1.4,0.0,0.1,0.0,7.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,11.0,0,0,108.6,0,0,0,3.3,0,0
0.0,0.0,0.0,18.3,69.1,1.8,0.0,0.0,7.9,0.5,9.9,0.0,0.0,0.5,0.8,0.0,0.5,0.0,1.8,38.1,6.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.7,0.0,7.5,0.0,0.0,0.0,0.0,10.8,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,0.4,0,4.4,0,0,0,0
0.0,0.0,0.0,6.4,6.4,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.0,0.0,0.3,0.3,47.2,0.0,11.7,4.6,1.8,0.0,13.7,1.8,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.5,0.0,165.0,0.0,2.0,0.0,0.0,3.6,0.6,0.0,0.0,0,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,4.6,16.5,0.0,0.0,7.4,0.0,0.0,0.0,20.8,0.0,0.0,0.3,0.0,13.0,1.0,1.3,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,14.2,0.0,2.0,3.0,3.9,0.0,0.0,0.0,0.0,0.5,0.0,1.2,21.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,16,0,0,0
0.0,0.0,4.8,0.0,0.0,0.0,3.8,38.1,0.0,0.0,4.8,0.0,0.0,0.0,8.6,0.0,23.9,0.0,34.5,0.3,0.8,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.1,0.0,3.4,4.4,58.2,17.5,3.3,35.1,0.0,0.0,1.1,0.0,3.2,0.0,0.0,0,0,0.0,0,0,1.9,0,0,0
0.0,3.8,27.4,0.0,0.0,0.0,4.3,11.4,7.9,0.0,1.8,0.5,0.3,0.0,22.4,2.0,0.0,21.6,13.2,0.0,0.0,21.8,0.0,0.0,17.9,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.7,0.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,6.3,0.0,0,0.3,0,0,0,0
0.0,0.0,15.5,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,1.0,0.0,26.7,0.0,1.0,0.0,0.3,57.4,0.0,0.0,0.8,0.0,0.0,3.0,0.3,0.0,0.0,4.9,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,1.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1.9,0.0,0,0,0,0,7.3,0
0.0,0.0,33.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,8.1,48.8,0.0,0.0,0.0,0.0,25.6,0.0,17.1,0.0,0.0,3.7,3.9,0.0,0.0,0.0,1.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,8.4,3.3,0.0,0.0,0.0,6.3,0.0,15.1,0,0,0.0,0,3.4,0,0,0,1.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.0,0.0,0.0,29.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,3.8,3.4,0.0,0.0,0.0,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,13.7,0.0,0.0,15.7,0,0.0,12.8,0,0,0,0,17.8
71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,33.8,3.6,0.0,5.3,2.3,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.7,0,0.0,0,0,0,45.3,37.4,28.1
0.0,0.0,0.0,7.6,0.0,0.0,0.0,47.8,11.9,0.0,0.0,0.0,3.3,25.1,6.4,0.0,2.8,20.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.8,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,2.5,0.0,6.4,0.0,0.0,1.0,0.0,3.7,0.0,0.0,0.0,0,0,0.2,1.2,0,0,0,41.2,60.4
5.1,0.0,3.0,0.0,0.0,0.0,0.0,5.6,6.6,11.2,0.0,0.0,0.0,3.8,0.0,0.0,39.9,4.1,3.6,3.8,0.8,0.0,2.0,0.0,0.5,52.8,23.9,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,5.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,0.0,8.9,0,2.3,0,0,2.5
0.0,15.0,31.0,0.0,0.0,0.0,0.0,2.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,1.8,0.0,0.0,18.6,5.8,0.0,0.9,1.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,30.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.3,0,0,0,60.5,3.3
0.0,0.0,0.0,0.0,0.0,1.8,0.0,2.3,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.1,0.0,75.4,69.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.8,2.8,0.0,0.0,0.0,1.7,5.4,0.0,0.0,0,0,0.0,0.5,0,0,0,15.6,53.1
0.0,3.8,1.3,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,9.0,0.4,0.0,0.4,0.9,0.0,0.0,0.3,36.9,16.0,8.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,23.8,2.0,0.0,0.0,16.4,0.0,0.0,0,0,0.0,1.7,0,0,0,0,0
0.0,0.0,44.5,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,5.1,7.9,0.0,5.3,0.3,0.3,0.3,0.0,0.0,0.0,0.2,2.8,0.0,0.0,0.0,0.0,12.7,1.0,1.0,19.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.5,86.5,0,0,3.2
0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,6.9,4.3,0.0,0.3,44.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,1.2,0.0,32.0,0.0,0.0,11.0,1.5,0.0,0.0,0.8,0.0,0.0,0,0,0.0,0,0,0,0,0,1.5
0.0,9.7,11.2,0.0,0.0,1.3,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.8,10.9,13.5,3.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4.9,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,2.4
0.0,0.0,26.4,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,46.7,1.0,0.0,0.0,2.4,0.0,9.0,2.0,0.0,0.0,0.5,0.0,3.8,0.0,0.0,35.0,0.0,9.9,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0,0,0.0,0,0,0,0,0,0
0.0,4.8,0.0,29.2,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,9.1,0.3,0.0,0.0,0.0,1.0,0.0,1.3,1.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,2.5,0.0,0.0,0.0,9.0,57.6,0.0,26.3,0.0,0.0,0,4,0.0,0,0,0,0,0,0
0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.0,1.3,0.0,3.3,0.0,0.0,0.8,1.3,5.8,0.0,0.0,0.0,10.9,6.9,16.5,0.0,0.0,13.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.8,5.5,0.8,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,4.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.6,0.0,23.4,78.0,0.0,0.8,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,19.3,0.0,0.0,0.0,0.0,9.6,0.0,0,0,0.0,33.6,0,0,16.3,0,0
0.0,0.0,9.9,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,1.3,0.5,1.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.7,0.7,1.4,0.0,4.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.5,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0,0,0.0,2.1,0,0,0,1.6,0
0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,11.9,0.0,3.8,0.0,6.6,0.0,0.0,0.0,0.0,0.6,2.9,26.1,0.6,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4,8.6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,1.5,3.3,0.0,0.0,6.1,0.0,0.0,0.0,0.0,2.3,0.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.8,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.1,1.5,63.7,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,6.2,0,0.0,0.2,26.7,0,0,0,10.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,0.0,0.0,14.0,0.0,0.0,0.0,1.7,0.0,0.3,0.0,3.7,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,15.6,1.6,0.0,0.0,1.0,0.0,1.1,2.7,0.0,0.0,0.4,0,5.4,0.4,0,0,0,0,2.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,0.0,3.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,3.7,0.0,7.2,0.0,9.0,0.0,3.8,0.0,0.0,0.0,13.4,0,0.0,0,1.7,0,0,0,0
0.0,0.0,0.0,1.5,0.0,0.0,0.0,8.9,0.0,7.1,0.0,0.0,26.2,0.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,1.1,0,8.9,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.8,0.0,0.0,0.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.6,0.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,8.7,0,0.0,0,0,1.4,0,10.7,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,12.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0.5,0,0,1.2,0.4,1.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,18.0,5.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.6,0.1,0.4,0.0,0.0,0.0,1.5,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,2.1,0.0,0,0,0.0,0,0,1.2,0.4,2.5,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.1,0.0,0.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,19.0,0.0,0.0,4.3,0.0,0.0,1.4,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,5.4,0,0.2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,21.6,0.0,0.0,1.8,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
1.5,7.1,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.6,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0.0,9.8,5.4,9.3,0,0,0
0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,5.1,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.8,0.0,1.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,1.3,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.2,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0,0,0.0,0,0,0.3,0,0,0
5.8,0.0,0.0,0.0,0.0,2.3,0.0,0.0,9.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.3,0,5.1
0.0,0.0,0.0,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.1,0.0,0.0,0.0,0.0,0.8,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,3.2,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.3,19.6,0.0,0.6,0.0,0.0,0,0,0.0,0,0,0,0.2,0,7.4
0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,37.1,1.0,0.0,0.0,0.0,0.0,61.7,0.0,6.1,0.0,3.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,16.3,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,17.5,0.0,10.2,0.0,0.0,0,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.5,1.3,0.0,0.0,0.0,4.1,0.0,4.0,0.0,0.0,3.1,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.8,0.0,0,6.6,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.3,4.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0,0.0,0,0,0,0,0,0
0.0,16.3,0.0,0.0,0.0,0.0,3.6,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.7,0.0,1.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.5,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,2.6,0.0,0,0,0,0,0,0.2
5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,10.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,6.0,2.2,1.5,3.5,0.0,0.0,0,0,0.0,0,0,0,0,0,2.3
7.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,11.2,19.1,0.0,8.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,24.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.0,4.5,1.0,0.1,0.0,0.0,0,0,0.0,0,0.6,14.4,0,0,0
0.0,0.0,29.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.6,0.0,0.1,0.0,0.0,0,0,0.0,0,4.2,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,0.0,37.0,3.1,0.0,0.0,0.0,0.0,0.0,2.6,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.8,0.0,0.0,0.0,1.8,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.1,0.0,9.2,1.2,0.0,0.0,0.0,4.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9,0,0,0,0
